1,0,0,0,0,0,0,0.0204558249,4900
21,0,0,0,0,0,545,0.0250005993,382
21,0,0,0,0,0,545,0.0222227255,400
3,1,0,0,0,0,0,0.3930969417,4600
21,0,0,0,0,0,545,0.0250005024,2400
6,0,0,0,0,0,1900,0.0200069665,1600
0,0,0,0,0,0,0,0.7146107905,1100
4,0,0,0,0,0,1300,0.2514652833,1300
8,0,0,0,0,0,585,0.020571958,819
5,0,0,0,0,0,1200,0.033333516,585
19,0,0,0,0,0,545,0.0200013877,536
1,0,0,0,0,0,0,0.0222223898,834
20,0,0,0,0,0,545,0.0285752626,645
1,0,0,0,0,0,0,0.0223333117,598
21,0,0,0,0,0,545,0.0222229209,217
3,0,0,0,0,0,545,0.0250054204,3200
1,0,0,0,0,0,0,0.022226628,545
6,0,0,0,0,0,638,0.0400000694,1800
3,1,0,0,0,0,1100,0.266240779,1200
2,0,0,0,0,0,821,0.0333429205,732
0,0,0,0,0,0,0,0.0285726983,1200
4,0,0,0,0,0,1400,0.0200016504,2800
1,0,0,0,0,0,0,0.1979481528,495
3,0,0,0,0,0,3900,0.5126735259,690
19,0,0,0,0,0,545,0.0251208877,1300
0,0,0,0,0,0,0,0.0250501693,552
3,1,0,0,0,0,1700,0.0212964786,631
10,0,0,0,0,0,992,0.7180583718,4800
11,0,0,0,0,0,757,0.8629751305,851
2,0,217,0,2019.34615385,804.380311355,3100,0.033371752,755
0,0,217,0,2019.34615385,728.230311355,0,0.1999716485,468
2,0,217,0,2318.47619048,1184.56000887,727,0.0200306738,4600
4,1,217,0,2019.34615385,1114.02403846,951,0.0510279153,1300
1,0,217,0,2193.25,884.851996337,1300,0.020092331,1200
2,0,217,0,2153.66666667,1191.15905649,0,0.2667469236,1100
20,0,217,480,2102.77142857,1539.41721362,545,0.0250001076,1500
3,0,217,0,4659.5,1399.69230769,2700,0.7332436128,2400
2,0,217,0,5700,1802.97293791,0,0.0200005313,1200
2,1,217,0,2019.34615385,713.919230769,20900,0.040103943,1700
20,0,217,0,2318.47619048,1466.21043284,545,0.0285914703,1200
20,0,217,0,2318.47619048,1645.5334142,545,0.028571623,500
1,1,217,0,1953.14444444,707.240740741,527,0.4906314008,455
1,0,217,0,2082.425,1516.04068423,0,0.0285745662,1100
9,0,217,0,1953.14444444,649.607407407,767,0.0333808154,459
0,0,217,0,2339.52,1048.3102877,0,0.0250037431,1400
5,1,217,0,1953.14444444,848.688888889,475,0.0403770248,6400
4,0,217,0,2322.5,831.510493827,6600,0.9096194912,4800
20,0,217,726.6,2339.52,1777.3305987,545,0.0250023017,695
0,0,217,0,4151,858.143055556,0,0.6435971244,341
2,1,217,0,5428.57142857,1084.44620811,1100,0.0224325728,1900
2,0,217,0,8566.66666667,3492.73042328,2500,0.8661834748,1200
21,0,217,0,5428.57142857,1775.37196392,545,0.1191508786,450
19,0,217,726.6,2082.425,1596.9530987,545,0.0254295964,663
30,0,217,0,5428.57142857,1740.77979726,545,0.0203270895,302
0,0,217,0,3600,1232.38121693,0,0.0333342088,971
1,0,217,0,1968.63157895,1047.39764563,0,0.0200686297,1400
0,1,217,0,1953.14444444,512.055555556,0,0.0265972546,1000
3,0,217,0,1953.14444444,1206.95740741,6700,0.0334891973,1900
4,1,217,0,1953.14444444,935.488888889,0,0.6202760894,1100
23,0,217,0,3600,1487.91093567,543,0.1351892217,1100
3,1,217,0,1953.14444444,826.62962963,569,0.2225238253,1500
1,0,217,0,1953.14444444,801.911111111,2000,0.0500005926,2000
1,0,217,0,8566.66666667,3487.08756614,0,0.68095191,5700
3,0,217,0,11800,3987.42281746,4200,0.7698408415,7100
24,0,217,0,2011.39285714,1159.55997896,545,0.0200183243,1200
1,0,217,0,2082.425,1225.84276468,0,0.0200122381,705
6,0,217,0,1953.14444444,641.528888889,699,0.040014536,1900
2,0,217,0,4151,1437.01574074,20500,0.6722612694,3800
5,0,217,0,3600,1366.79382716,2000,0.0224635012,2300
1,1,217,0,2011.39285714,1334.2699737,0,0.0253892308,575
4,1,217,1291,1953.14444444,1644.36111111,873,0.7965566849,1800
4,0,217,0,2154.6,960.986035354,0,0.0200095901,1600
1,0,217,0,2082.425,1166.81712963,0,0.0333785855,1900
5,0,217,0,1953.14444444,542.041043084,1300,0.0285744882,5600
9,0,217,0,2339.52,886.663412698,704,0.0250033705,1500
2,0,217,0,2322.5,1071.70740741,1800,0.0336566746,9200
4,1,217,0,11800,2958.26706349,931,0.6557703311,1700
2,0,217,0,5428.57142857,2193.5776455,1200,0.866501673,6000
1,0,217,0,2239.33333333,1222.8898541,0,0.0222399527,752
1,1,217,0,8566.66666667,1447.14444444,5400,0.2953753607,19400
0,0,217,0,1953.14444444,815.969614512,0,0.0297938259,1700
20,0,217,0,2082.425,1319.9027544,545,0.0222264531,1600
19,0,217,0,2339.52,1640.09313321,545,0.0285715952,788
1,1,217,0,2239.33333333,1442.8833123,0,0.0200435683,454
22,0,217,0,2339.52,1516.20793959,545,0.0222223074,1100
10,0,217,0,2339.52,1113.67944444,2300,0.0286905286,2800
1,0,217,0,4151,1547.78513889,2800,0.4759871971,1600
3,0,217,1420.66666667,11800,5047.34886621,1300,0.598482411,2000
0,0,217,0,1953.14444444,855.014550265,0,0.0333334089,412
2,0,217,0,1953.14444444,503.354444444,1600,0.020008164,1100
0,0,217,823.142857143,4151,1746.20746032,0,0.4400209102,417
10,0,217,0,3165.5,1564.27407407,1200,0.0346780347,1600
1,0,217,0,1953.14444444,1069.21481481,10500,0.0666667497,2500
0,0,217,0,1953.14444444,534.607407407,0,0.0333342786,474
3,1,217,0,1953.14444444,1169.36111111,953,0.7975534889,2100
1,0,217,0,11800,5316.56375661,0,0.6815210419,513
0,0,217,0,1953.14444444,847.420634921,0,0.028571869,10400
4,0,217,0,5428.57142857,1553.82954145,1700,0.7253470948,2200
8,0,217,0,2154.6,773.771180556,1500,0.0253011161,5600
2,0,217,823.142857143,1953.14444444,1182.5718254,2800,0.0500001453,373
6,0,217,0,3600,1268.66644444,1100,0.2270745517,1000
0,1,217,726.6,1953.14444444,1261.10888889,0,0.0402803791,3200
2,0,217,0,8566.66666667,3499.31375661,2500,0.6961129618,657
2,0,217,0,2082.425,1309.22188724,0,0.0285726362,2100
3,0,217,0,2339.52,1349.20447896,1600,0.0200019153,727
2,1,217,0,1953.14444444,424.344444444,5000,0.376661338,350
2,0,217,0,3165.5,955.264444444,1000,0.2401433553,1900
22,0,217,0,2339.52,1709.42886845,545,0.0333350984,1200
0,0,217,0,1953.14444444,758.857460317,0,0.0400010492,2800
0,0,217,0,4151,927.05308642,0,0.1241284893,341
2,0,217,0,2339.52,929.523492063,4700,0.0286173435,648
2,0,217,0,2082.425,1328.22914563,585,0.0200017679,1300
21,0,217,569.166666667,2082.425,1481.04265702,545,0.0285715568,1000
20,0,217,569.166666667,3600,2007.83592233,545,0.0285715148,1300
0,0,217,0,3165.5,1062.19074074,0,0.0333345999,1700
2,0,217,0,2082.425,1072.38919325,0,0.0200120328,4600
7,1,217,573,1953.14444444,1312.61111111,903,0.0510627094,2700
21,0,217,0,2011.39285714,1273.21997896,545,0.0200165119,1700
0,0,217,0,1953.14444444,643.469614512,0,0.0285727486,450
1,0,217,0,3600,1647.04074074,3800,0.0335345829,939
1,0,217,0,2339.52,1297.47109748,19300,0.0240920507,1600
21,0,217,0,2011.39285714,1007.01282107,545,0.021729933,866
1,0,217,0,2339.52,1245.47185185,1200,0.0333339723,606
2,1,217,0,5428.57142857,1074.66843034,990,0.3408699038,5000
3,1,217,0,1953.14444444,580.344444444,384,0.4905057871,11500
8,0,217,0,1953.14444444,732.869614512,317,0.0285720631,529
1,0,217,0,11800,3862.65361552,0,0.5197192599,28000
23,0,217,0,2239.33333333,1431.06022139,545,0.0200086899,1700
6,0,217,0,3600,1525.11644444,3100,0.0201157623,761
5,0,217,0,3600,941.780555556,161,0.0250266607,958
6,1,217,0,7500,2143.830928,742,0.0250361368,904
4,0,217,0,5439.16666667,2295.1577588,940,0.5990381363,1200
1,1,217,0,2432.11111111,1354.12948479,0,0.0426013886,4500
3,0,217,593,4978,2060.62847379,447,0.0288481671,1200
3,1,217,0,2432.11111111,1544.86207066,4300,0.0334600062,427
2,0,217,0,2240.53631285,1320.71110679,0,0.0333399213,1300
0,0,217,0,2240.53631285,1022.63154799,0,0.0222234238,3200
0,0,217,0,2240.53631285,924.261536756,0,0.2380957588,377
2,1,217,0,3582.65,1756.21253429,40,0.419897639,3400
5,0,217,1453.28571429,2240.53631285,1746.61200452,1100,0.2312067021,972
3,0,217,0,5439.16666667,2438.21034507,6400,0.866497845,979
9,0,217,0,4612.75,1434.55484741,677,0.0288461576,737
20,0,217,1311.04761905,2248.8,1942.77292673,545,0.2396754347,3800
38,0,217,0,3582.65,1554.65847306,302,0.0203789684,396
7,0,217,1877.55,4612.75,2618.97063121,1400,0.0289173412,1700
4,1,217,0,2432.11111111,1575.52948479,1400,0.5000149152,676
8,0,217,1239.59090909,4612.75,2249.22544131,13500,0.0336488261,2900
0,0,217,0,2240.53631285,1136.56396734,0,0.0250109446,2500
2,0,217,0,2240.53631285,976.913443726,822,0.0251865482,1400
7,1,217,658.666666667,7500,2482.02989318,67700,0.0202250374,484
5,1,217,0,2432.11111111,1212.94123733,988,0.8660317884,7500
1,0,217,0,2240.53631285,1325.21678638,0,0.0400002569,441
5,0,217,0,2240.53631285,988.275246882,958,0.0222830401,922
0,0,217,0,2240.53631285,1059.74804469,0,0.0285716473,473
2,0,217,1239.59090909,5700,2868.33877772,17700,0.0401411505,3200
4,0,217,0,2240.53631285,1084.36726257,902,0.0400007953,1600
2,0,217,0,5439.16666667,2580.14624251,1200,0.8661860739,1300
27,0,217,0,2796.14285714,1322.70175302,513,0.0200092727,1300
0,0,217,0,2240.53631285,835.291344662,0,0.0264570257,5600
2,0,217,0,3699.6,1755.08645509,3100,0.0251388323,8100
3,0,217,0,3699.6,1575.55484741,704,0.0285717707,5500
3,0,217,2240.53631285,5439.16666667,3540.31551761,1800,0.799556856,3800
7,1,217,0,2432.11111111,974.251829797,179,0.1847335235,933
12,0,217,0,2240.53631285,924.821664072,442,0.0202236497,2500
